"seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"7",121084709,121085109,401,"*",7.23395702363296,4.6730872365806,8.10621581194389,-3.41787837934218,2.34862227677119e-51,4.65372947074941e-49
"10",100890595,100890995,401,"*",7.28252255257784,5.06893818643522,8.11796323080969,-2.9991924277397,2.46739472493482e-51,4.86438146908235e-49
"12",64088419,64088819,401,"*",6.67307108538022,2.92400200231159,7.61839904670696,-4.40875831452738,2.94237135024654e-51,5.7716314400439e-49
"5",14743555,14743955,401,"*",7.01801812770763,3.81279898986948,7.93760544738765,-3.84781448498047,2.98688780383363e-51,5.82965827113228e-49
"2",119492107,119492507,401,"*",7.31710564678137,4.84691490965346,8.18067363493384,-3.31871635936434,3.47449258720943e-51,6.7476028926229e-49
"2",234981297,234981697,401,"*",8.60362756550884,5.73448155803488,9.50135768337616,-3.55677272749349,4.71845272520158e-51,9.11805951129918e-49
"21",34545387,34545787,401,"*",7.02556201036978,4.69483054955706,7.87453376096997,-3.17696829477598,5.44811275737954e-51,1.04762109105572e-48
"7",28483875,28484275,401,"*",7.42113143794674,4.79033694538633,8.29969579593486,-3.34397686442248,7.12773901476898e-51,1.36387888451719e-48
"10",127922880,127923280,401,"*",7.52739721481976,5.12207432604702,8.38436950655618,-3.33623221857518,7.87191129322167e-51,1.49892710893126e-48
"6",155493589,155493989,401,"*",6.71239921395102,3.31720078174512,7.64215378561814,-4.08386928201034,8.72789303717814e-51,1.65385099371965e-48
"11",130383581,130383981,401,"*",7.68372770593693,5.16424479751839,8.55209408976035,-3.1911057575437,9.50406698120152e-51,1.7922282831459e-48
"3",125063075,125063475,401,"*",7.43183953621105,4.46511689151954,8.33648411021469,-3.64703671639332,1.39156738224472e-50,2.61153042143858e-48
"12",116426397,116426797,401,"*",7.33287014357949,5.1829884909766,8.1604200302451,-2.92985582437805,2.11491659503333e-50,3.95003680799646e-48
"3",93843981,93844381,401,"*",7.61694243295387,5.63148496123211,8.42220783251746,-2.71292376882853,2.28122421783796e-50,4.24036130206213e-48
"18",74316793,74317193,401,"*",7.14176327960485,3.85745417143546,8.06575531570574,-4.05899419435427,3.68946663655588e-50,6.82551327762838e-48
"12",48219635,48220035,401,"*",7.04434829480952,3.99956986164425,7.95417527676194,-3.78734474868782,8.6349227491042e-50,1.58992551656265e-47
"6",98653236,98653636,401,"*",7.27726338342776,4.93504028927381,8.1274977670478,-3.03788612327878,9.76806111822837e-50,1.79012331338049e-47
"1",78715274,78715674,401,"*",7.02735063323569,4.55414582014523,7.89121722447239,-3.31746138074671,1.15101882642665e-49,2.09953363969926e-47
"X",113400309,113400709,401,"*",6.67062115435721,3.77819723493773,7.57004657455899,-3.67680967333927,2.15791101363555e-49,3.91786308917506e-47
"1",85527189,85527589,401,"*",6.65901305691466,3.61933518664245,7.56851044372532,-3.97255344235788,2.34437118426434e-49,4.23669116563698e-47
"13",21033905,21034305,401,"*",7.02048924834993,4.63942549436382,7.87490961965348,-3.14662457640174,2.48552347453144e-49,4.47107874784953e-47
"6",105608913,105609313,401,"*",8.54906741820264,6.08414788938346,9.41211153905633,-3.24226363586139,2.78927524736413e-49,4.99446602205774e-47
"18",3081633,3082033,401,"*",7.9967647710972,5.31358226828535,8.87984009098893,-3.48392425853129,3.4216623096532e-49,6.09883964645263e-47
"3",187567642,187568042,401,"*",6.99776885590643,3.93552753009826,7.90871493324606,-3.65597571076809,3.88863793030468e-49,6.89968098224741e-47
"8",100512218,100512618,401,"*",6.97461576316427,4.59926277630297,7.82842846421286,-3.20029044329156,4.01344461603269e-49,7.08890545641793e-47
"2",48694160,48694560,401,"*",6.78112599779133,3.57248516213593,7.70090920499829,-3.94978001290202,4.87620235821444e-49,8.57398914652706e-47
"5",76689520,76689920,401,"*",6.85037161085791,3.92928302311652,7.75184475290051,-3.89278499707588,6.31070252320912e-49,1.10465593270613e-46
"7",46145377,46145777,401,"*",7.58014183040515,5.28973919054861,8.42459300317444,-3.25835619760439,8.85799014783352e-49,1.54362341705661e-46
"9",120366633,120367033,401,"*",6.60235245756741,1.97504325161315,7.5728664343633,-5.18605978669389,9.6797372033426e-49,1.67932685214435e-46
"6",159760604,159761004,401,"*",7.35325436027734,5.16705367408718,8.1853509695572,-2.99335287482783,1.01182397089431e-48,1.74763489840085e-46
"21",14686732,14687132,401,"*",7.09634892282072,4.39691131484301,7.98078816479193,-3.32248097654496,1.35149949230938e-48,2.32404328996902e-46
"22",30206902,30207302,401,"*",7.40916358112147,5.13469111703453,8.25178997561348,-3.0286278248524,1.50409390700997e-48,2.57510112544449e-46
"20",34017639,34018039,401,"*",7.31218586481433,4.74991890609558,8.1845739372954,-3.21299516824008,1.78060213278564e-48,3.03518795865885e-46
"10",17010745,17011145,401,"*",7.3210806939704,4.76636047331478,8.19276881675679,-3.34213900332944,2.08239452245363e-48,3.5322318762097e-46
"3",177906097,177906497,401,"*",7.15911767402637,4.59215817497886,8.03193896053575,-3.37623981316269,2.09029220802982e-48,3.5322318762097e-46
"15",30065217,30065617,401,"*",6.95004500897014,3.18859669720821,7.89584896891298,-4.18880462574613,2.23425669578083e-48,3.75923319481916e-46
"17",31269657,31270057,401,"*",8.04709103036016,6.30350803486103,8.81379040911261,-2.42172193754241,2.57743171581833e-48,4.31802776939779e-46
"1",118147539,118147939,401,"*",7.78239169197791,5.76071492409146,8.59281687782814,-2.76479321164474,2.70348591499956e-48,4.50985353384649e-46
"19",2462983,2463383,401,"*",7.15616046061842,4.13458474646454,8.06447802904604,-3.67729715130229,3.37536837889464e-48,5.60670232638946e-46
"3",46556717,46557117,401,"*",6.71272889369567,3.92683328925667,7.60414967590415,-3.62664920776837,4.2459702452191e-48,7.02294273398845e-46
"10",58856504,58856904,401,"*",7.39381868288544,5.48757846943539,8.1872677205957,-2.61552921456732,4.42871859678232e-48,7.29430508124041e-46
"11",35099919,35100319,401,"*",7.31507067564925,4.9867837515312,8.16377239181284,-2.99473020698056,7.92471350163211e-48,1.29975290561433e-45
"1",68141355,68141755,401,"*",7.03947573340642,4.56682136065107,7.90328784393892,-3.27491666315562,9.37450317065372e-48,1.53110347810238e-45
"3",102733802,102734202,401,"*",7.27842565693147,3.4536577977015,8.22659914184213,-4.28725343578019,1.65996532234626e-47,2.69986443157443e-45
"3",86793720,86794120,401,"*",6.92389512797968,4.66624322043257,7.76457020478682,-3.1817730459432,2.5657661268663e-47,4.15579588225004e-45
"6",112877422,112877822,401,"*",7.13156946525737,4.71098269828302,7.99012330617718,-3.14740611527343,2.63836965961495e-47,4.25573387037478e-45
"17",83109749,83110149,401,"*",8.01487623484026,4.85525669514807,8.93180557242451,-3.96562473667364,3.52481920349575e-47,5.66219414026571e-45
"7",84025267,84025667,401,"*",7.77588161779293,5.78244705757061,8.58229617608769,-2.6969555552863,4.15727735010796e-47,6.6459632653743e-45
"1",112522610,112523010,401,"*",6.72328620232286,3.9653915224339,7.61249519358351,-3.56381682741193,4.17128474450289e-47,6.6459632653743e-45
"5",168295554,168295954,401,"*",7.29457870149168,5.3078313575717,8.10003040978941,-2.77058306604536,4.19367746511643e-47,6.65447966873252e-45
"13",110347598,110347998,401,"*",7.18501444365606,4.3776105672129,8.07810300539271,-3.52677996271187,4.31899029308151e-47,6.82557838422821e-45
"6",35148246,35148646,401,"*",7.88033856791184,5.92522979536274,8.68116489019976,-2.66417959568653,4.90596503702712e-47,7.72194940404652e-45
"8",81422456,81422856,401,"*",6.99399766705952,4.84736363055677,7.82113467782686,-2.99626060669393,8.08633928108091e-47,1.2676717021566e-44
"8",74761433,74761833,401,"*",7.07916430353772,4.17551647714466,7.97939672446615,-3.54027336108053,8.28345102848149e-47,1.2933780435871e-44
"5",148965805,148966205,401,"*",6.68252235390064,3.80425504535135,7.58092026405941,-3.80605325857935,1.05831328336155e-46,1.64586689306844e-44
"15",97968349,97968749,401,"*",7.27842920495063,4.86067061051034,8.13669139997707,-3.14215464856747,1.14170068451951e-46,1.76850342143727e-44
"10",110706685,110707085,401,"*",6.68043293229821,3.84201973223008,7.57587936003512,-3.6638694909775,1.3375074883251e-46,2.06362074335061e-44
"4",183118586,183118986,401,"*",8.16446452528733,5.5402331740872,9.04245110039904,-3.31054009095386,1.42706527091163e-46,2.19312963976517e-44
"2",55155963,55156363,401,"*",7.95668849082807,5.24000466887095,8.84255672877776,-3.42317112479561,1.836119190771e-46,2.81070245536259e-44
"5",125134730,125135130,401,"*",6.99749154241789,4.39363360538394,7.87366621859643,-3.30511916148471,2.19501423433265e-46,3.34696799363965e-44
"4",185839150,185839550,401,"*",7.24711794311973,4.82346768066203,8.10598698613606,-3.09891569642436,2.92082245175459e-46,4.43635425697434e-44
"22",26887479,26887879,401,"*",6.92024318689767,4.33620738736979,7.79462802972642,-3.2533191258106,3.17084086869177e-46,4.7974330740071e-44
"11",35629971,35630371,401,"*",6.73776412835771,3.7544257916345,7.64353707466682,-3.75261118958243,3.90205696716014e-46,5.88095728621992e-44
"6",98787534,98787934,401,"*",6.72155031488666,2.99137948264053,7.66614338091296,-4.38404021746582,4.07673608812675e-46,6.12059204615492e-44
"1",96915760,96916160,401,"*",7.10754917615437,4.34515901164604,7.99711639459314,-3.39733940994527,4.12637723868954e-46,6.17138450238491e-44
"14",50920503,50920903,401,"*",6.57483599818015,3.67468321739383,7.47481784587913,-3.70504591185425,4.95790630033816e-46,7.38671268830916e-44
"2",67917406,67917806,401,"*",7.22768201855476,4.5691060031468,8.10866070025683,-3.26975969209759,6.40835400549767e-46,9.51141059333086e-44
"1",54904543,54904943,401,"*",7.317497835033,4.51625736735884,8.21011121334268,-3.57643993751214,1.20197005838859e-45,1.77723110716661e-43
"6",11586547,11586947,401,"*",6.71026723659598,4.03444537812694,7.59271944264444,-3.36079612261159,1.41324858378326e-45,2.08174182898037e-43
"15",60138083,60138483,401,"*",6.93389345043555,4.25402454318317,7.81668868528244,-3.57198145001629,1.52156137918478e-45,2.23286272317586e-43
"2",9287627,9288027,401,"*",7.46676795915365,4.91354574107961,8.33831666763179,-3.28228071665918,1.58203670569981e-45,2.3129139628087e-43
"15",63023339,63023739,401,"*",6.87756159041788,4.19860441895961,7.76027963738904,-3.48304885363936,1.66646967963187e-45,2.42726283374739e-43
"5",143205363,143205763,401,"*",6.97189227556925,4.40927961340992,7.84431231584436,-3.29662854021452,2.35075812744888e-45,3.41122094814004e-43
"1",85330740,85331140,401,"*",6.73282256027799,3.58657638647587,7.64895535056219,-3.72236653064868,2.58829220445545e-45,3.7419994889229e-43
"1",90403159,90403559,401,"*",7.45614274194743,5.39824797315588,8.27158190080622,-2.71984919517715,7.22246058866407e-45,1.04032748737455e-42
"4",76459191,76459591,401,"*",7.62982243800757,4.97726070609382,8.51028273123458,-3.36205269611793,7.80515223042896e-45,1.12012543130439e-42
"11",36354639,36355039,401,"*",7.21912418508298,4.59632020387477,8.09698472328572,-3.39712585735725,1.29341571009942e-44,1.84939495398282e-42
"16",2835776,2836176,401,"*",7.99058080325618,4.70289022259726,8.91475554191201,-3.88175643818414,1.43902392528077e-44,2.05008390231149e-42
"14",22614208,22614608,401,"*",7.06279945993492,3.80439764941758,7.98537662957115,-3.92365060673368,2.09241751579288e-44,2.97009155378091e-42
"14",37122215,37122615,401,"*",6.54700218258214,2.64824692047407,7.49781123349056,-4.74685978484272,2.22645557242805e-44,3.14890193006264e-42
"1",41496203,41496603,401,"*",6.57375750858852,3.14170191396989,7.50532664479387,-4.15831326254684,2.61354413129387e-44,3.68302148610312e-42
"13",42106105,42106505,401,"*",6.61680025108854,3.49718979984931,7.53132304791913,-3.73292533037568,2.62442728132592e-44,3.68505463764595e-42
"8",127810060,127810460,401,"*",8.0036864674387,6.29798792183307,8.76363246229254,-2.44294708526508,2.67276533866514e-44,3.73947652311089e-42
"9",106277937,106278337,401,"*",6.70685267024268,3.63386846550473,7.61848007141386,-3.72522605835012,2.69155810807929e-44,3.7523203838884e-42
"17",80984701,80985101,401,"*",7.33749923251267,3.99348752949435,8.26465163486536,-3.92630269764691,2.8336555438752e-44,3.93636100196328e-42
"7",20241427,20241827,401,"*",6.9137169937294,4.56105608737099,7.7650885927668,-3.08929986288832,3.63913593613802e-44,5.03736422933148e-42
"4",183098899,183099299,401,"*",7.24625293280331,5.20560815290487,8.05932189277045,-2.93822509217107,4.50852944518862e-44,6.21874370646423e-42
"17",78365660,78366060,401,"*",8.01573692545047,5.704209017405,8.86257361406914,-3.01647618840372,4.64788019990359e-44,6.38838040856468e-42
"19",31560047,31560447,401,"*",6.47402302359753,3.56902207204471,7.37435228071506,-3.61570949146634,5.96424050232002e-44,8.16891677221271e-42
"8",32227011,32227411,401,"*",7.3522193270572,4.85623180329765,8.21832096048975,-3.24331772107043,6.29635012475663e-44,8.59363731188375e-42
"7",7099523,7099923,401,"*",6.60079748669946,3.71196862606723,7.49996299513,-3.6584282453025,6.42503964682735e-44,8.73872552661693e-42
"X",12825862,12826262,401,"*",6.58252208139169,3.52114298683002,7.49341324091987,-3.8079538039881,8.54572280719864e-44,1.15827183951041e-41
"X",2182452,2182852,401,"*",7.11965804499005,4.93693260371881,7.95132514234787,-2.8378715629855,9.3935847053811e-44,1.26878401029257e-41
"15",32855924,32856324,401,"*",7.01238206629152,4.86914357731063,7.83908627247626,-2.83520414288309,9.47467406109841e-44,1.27532379991371e-41
"1",210188202,210188602,401,"*",6.49990630395174,2.58856965600655,7.45114977150609,-4.40456395585726,1.08743820950431e-43,1.45869933017184e-41
"13",44815702,44816102,401,"*",6.80404807450124,4.24123044126923,7.67648706485388,-3.35104453025305,1.13282890879139e-43,1.51438275529699e-41
"7",22561274,22561674,401,"*",7.52775340865627,5.02912937985879,8.39411119753396,-3.48202309809552,1.24393600559262e-43,1.65723692758731e-41
"3",30659333,30659733,401,"*",6.57630308562028,2.51034996799455,7.53257752113106,-4.72757788543544,1.3153102279061e-43,1.74636512742567e-41
"10",116888527,116888927,401,"*",6.5635645380491,3.71652438312064,7.45965730224125,-3.71543886782918,1.5695937815703e-43,2.07691841571515e-41
"10",126867591,126867991,401,"*",7.51893583133706,5.67794895848091,8.30207329288163,-2.52931413397453,1.68424150992692e-43,2.22109349121612e-41
"21",34559167,34559567,401,"*",7.00922740253946,3.97956714170217,7.9180738350015,-3.76675342947801,2.10128387465713e-43,2.76173791404852e-41
"12",65896101,65896501,401,"*",6.76287570422872,4.10143101556584,7.6441008196605,-3.33107756618218,2.98208833915407e-43,3.90623551405634e-41
"5",65861935,65862335,401,"*",8.10675722795524,6.14587735954128,8.90843594840976,-2.68956033569866,3.14608964822315e-43,4.10727790696958e-41
"9",3751151,3751551,401,"*",6.77339796395664,4.42451013138709,7.62435953345068,-3.14310501807561,3.2463468380264e-43,4.22403829407869e-41
"2",179543331,179543731,401,"*",6.82089967398994,3.6950406516521,7.73580300017182,-3.67562734717699,4.48126919539759e-43,5.81150641336693e-41
"3",159854698,159855098,401,"*",7.76672905562908,5.40532271156654,8.61904648586489,-3.06199687024564,4.55762605062452e-43,5.89095804258703e-41
"6",42315957,42316357,401,"*",6.36893392845756,2.98050401011484,7.29834995009533,-4.30031034803221,4.85786827498778e-43,6.25831313908079e-41
"18",8890886,8891286,401,"*",7.93020967704529,5.99606483681919,8.72790643569151,-2.64065723575094,6.40935857604127e-43,8.22991157946614e-41
"5",5221872,5222272,401,"*",6.84217623561877,4.19930765139744,7.72179609119829,-3.49044017342951,8.40120221116628e-43,1.07521615840287e-40
"2",27809176,27809576,401,"*",7.64338558468727,4.78105749626572,8.5406135781668,-3.54848089055705,1.50503197330623e-42,1.91638277625651e-40
"X",133265285,133265685,401,"*",6.4738821316106,3.66588656110758,7.36701619656219,-3.62623875454823,1.50718460948059e-42,1.91638277625651e-40
"20",32355896,32356296,401,"*",6.52243850978352,3.86440162717636,7.4033708177854,-3.47308451514311,1.59980514439549e-42,2.02754525361941e-40
"4",99060210,99060610,401,"*",6.60619351360905,2.33803809914891,7.56826214893682,-4.62670771940222,1.71140172149312e-42,2.16196007114834e-40
"3",45199954,45200354,401,"*",6.54864416421659,3.72106579923224,7.44327293064403,-3.79430893930953,1.76773694628017e-42,2.2259229580015e-40
"9",35518133,35518533,401,"*",7.60424207583262,5.29632461592563,8.45067381285058,-2.96795041955812,2.24455256088611e-42,2.81723823839837e-40
"15",38894388,38894788,401,"*",7.55517452797645,4.42616443116221,8.4702690881165,-3.72500660235568,2.30722420029332e-42,2.88661848264262e-40
"6",30942631,30943031,401,"*",7.30932657456541,3.97278906716564,8.23609082670095,-4.00103599353487,2.47416348994576e-42,3.08559015431414e-40
"9",76654637,76655037,401,"*",6.77169719813808,2.93330609407643,7.72036654241844,-4.43441510941507,2.67832453656106e-42,3.32956682435226e-40
"X",31508433,31508833,401,"*",6.29639315590419,2.06492941162268,7.25747142330815,-4.83133113943967,3.28028917608506e-42,4.06495517423747e-40
"5",142297051,142297451,401,"*",6.92766286068139,4.76347545596287,7.75701905256614,-2.83975012742309,3.60258710957484e-42,4.45022113361563e-40
"8",133674735,133675135,401,"*",8.87602191843767,6.82311717685612,9.69077874299849,-2.75803154817127,4.10796555047783e-42,5.05849953510733e-40
"1",51558305,51558705,401,"*",6.70139093399441,3.9729080611315,7.58822622556621,-3.49987865136603,4.47593790355407e-42,5.49428415299475e-40
